item_id,category_fa,item_name_fa,description_fa,available,base_price_toman,starting_price_toman,starting_price_irr,option_group_fa,option_type,option_choice_fa,option_price_delta_toman,option_price_toman,item_url,image_url,updated_at
cb25eb0b-5187-4081-9f03-37f5939cf476,نوشیدنی گرم بر پایه قهوه,امریکانو,اسپرسو به همراه آب داغ,true,170000,170000,1700000,درصد عربیکا,variant,صد عربیکا,30000,200000,https://bashoor.ir/menu/item/cb25eb0b-5187-4081-9f03-37f5939cf476/%D8%A7%D9%85%D8%B1%DB%8C%DA%A9%D8%A7%D9%86%D9%88,https://bashoor.ir/uploads/img_1786745033486_370302571.webp,2026-09-15T15:03:49.474Z
cb25eb0b-5187-4081-9f03-37f5939cf476,نوشیدنی گرم بر پایه قهوه,امریکانو,اسپرسو به همراه آب داغ,true,170000,170000,1700000,درصد عربیکا,variant,سی عربیکا,0,170000,https://bashoor.ir/menu/item/cb25eb0b-5187-4081-9f03-37f5939cf476/%D8%A7%D9%85%D8%B1%DB%8C%DA%A9%D8%A7%D9%86%D9%88,https://bashoor.ir/uploads/img_1786745033486_370302571.webp,2026-09-15T15:03:49.474Z
ea645fcc-c151-4b00-9fff-474a8b967157,نوشیدنی گرم بر پایه قهوه,لاته,اسپرسو به همراه شیر گرم,true,245000,245000,2450000,درصد عربیکا,variant,صد عربیکا,30000,275000,https://bashoor.ir/menu/item/ea645fcc-c151-4b00-9fff-474a8b967157/%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745033660_93027472.webp,2026-09-15T15:04:28.206Z
ea645fcc-c151-4b00-9fff-474a8b967157,نوشیدنی گرم بر پایه قهوه,لاته,اسپرسو به همراه شیر گرم,true,245000,245000,2450000,درصد عربیکا,variant,سی عربیکا,0,245000,https://bashoor.ir/menu/item/ea645fcc-c151-4b00-9fff-474a8b967157/%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745033660_93027472.webp,2026-09-15T15:04:28.206Z
3d51a120-5600-4ac6-ae15-3ab40157b6c5,نوشیدنی گرم بر پایه قهوه,کاپوچینو,اسپرسو به همراه شیر گرم و فوم شیر,true,245000,245000,2450000,درصد عربیکا,variant,صد عربیکا,30000,275000,https://bashoor.ir/menu/item/3d51a120-5600-4ac6-ae15-3ab40157b6c5/%DA%A9%D8%A7%D9%BE%D9%88%DA%86%DB%8C%D9%86%D9%88,https://bashoor.ir/uploads/img_1786745033819_312214712.webp,2026-09-15T15:05:12.976Z
3d51a120-5600-4ac6-ae15-3ab40157b6c5,نوشیدنی گرم بر پایه قهوه,کاپوچینو,اسپرسو به همراه شیر گرم و فوم شیر,true,245000,245000,2450000,درصد عربیکا,variant,سی عربیکا,0,245000,https://bashoor.ir/menu/item/3d51a120-5600-4ac6-ae15-3ab40157b6c5/%DA%A9%D8%A7%D9%BE%D9%88%DA%86%DB%8C%D9%86%D9%88,https://bashoor.ir/uploads/img_1786745033819_312214712.webp,2026-09-15T15:05:12.976Z
8949dee1-dc96-4d06-9652-9f800189185a,نوشیدنی گرم بر پایه قهوه,موکا,لاته با طعم شکلات,true,295000,295000,2950000,درصد عربیکا,variant,صد عربیکا,30000,325000,https://bashoor.ir/menu/item/8949dee1-dc96-4d06-9652-9f800189185a/%D9%85%D9%88%DA%A9%D8%A7,https://bashoor.ir/uploads/img_1786745033971_138226741.webp,2026-09-15T15:05:39.768Z
8949dee1-dc96-4d06-9652-9f800189185a,نوشیدنی گرم بر پایه قهوه,موکا,لاته با طعم شکلات,true,295000,295000,2950000,درصد عربیکا,variant,سی عربیکا,0,295000,https://bashoor.ir/menu/item/8949dee1-dc96-4d06-9652-9f800189185a/%D9%85%D9%88%DA%A9%D8%A7,https://bashoor.ir/uploads/img_1786745033971_138226741.webp,2026-09-15T15:05:39.768Z
d5ce63ae-469e-4c98-895d-a367cfe75f00,نوشیدنی گرم بر پایه قهوه,موکا کِرِم,موکا به همراه خامه,true,345000,345000,3450000,دصد عربیکا,variant,صد عربیکا,30000,375000,https://bashoor.ir/menu/item/d5ce63ae-469e-4c98-895d-a367cfe75f00/%D9%85%D9%88%DA%A9%D8%A7-%DA%A9%D8%B1%D9%85,https://bashoor.ir/uploads/img_1786745034127_765914226.webp,2026-09-15T15:06:16.120Z
d5ce63ae-469e-4c98-895d-a367cfe75f00,نوشیدنی گرم بر پایه قهوه,موکا کِرِم,موکا به همراه خامه,true,345000,345000,3450000,دصد عربیکا,variant,سی عربیکا,0,345000,https://bashoor.ir/menu/item/d5ce63ae-469e-4c98-895d-a367cfe75f00/%D9%85%D9%88%DA%A9%D8%A7-%DA%A9%D8%B1%D9%85,https://bashoor.ir/uploads/img_1786745034127_765914226.webp,2026-09-15T15:06:16.120Z
b4beaa15-631c-487a-8242-0185f66897fd,نوشیدنی گرم بر پایه قهوه,آفوگاتو,اسپرسو و بستنی وانیلی,true,285000,285000,2850000,درصد عربیکا,variant,صد عربیکا,30000,315000,https://bashoor.ir/menu/item/b4beaa15-631c-487a-8242-0185f66897fd/%D8%A2%D9%81%D9%88%DA%AF%D8%A7%D8%AA%D9%88,https://bashoor.ir/uploads/img_1786745034284_477402126.webp,2026-09-15T15:06:27.113Z
b4beaa15-631c-487a-8242-0185f66897fd,نوشیدنی گرم بر پایه قهوه,آفوگاتو,اسپرسو و بستنی وانیلی,true,285000,285000,2850000,درصد عربیکا,variant,سی عربیکا,0,285000,https://bashoor.ir/menu/item/b4beaa15-631c-487a-8242-0185f66897fd/%D8%A2%D9%81%D9%88%DA%AF%D8%A7%D8%AA%D9%88,https://bashoor.ir/uploads/img_1786745034284_477402126.webp,2026-09-15T15:06:27.113Z
f5c38d07-95d6-4477-a2de-10c445d6675a,نوشیدنی گرم بر پایه قهوه,رگولار,قهوه دمی به روش چکانه‌ای با دستگاه رگولار,true,215000,215000,2150000,,,,,,https://bashoor.ir/menu/item/f5c38d07-95d6-4477-a2de-10c445d6675a/%D8%B1%DA%AF%D9%88%D9%84%D8%A7%D8%B1,https://bashoor.ir/uploads/img_1786745034449_372875901.webp,2026-08-26T16:20:22.967Z
6f8b1f7e-72af-4d69-8a38-b99710f05076,نوشیدنی سرد بر پایه قهوه,آیس اسپرسو,اسپرسو به همراه یخ,true,160000,160000,1600000,حالت,variant,صد عربیکا,30000,190000,https://bashoor.ir/menu/item/6f8b1f7e-72af-4d69-8a38-b99710f05076/%D8%A2%DB%8C%D8%B3-%D8%A7%D8%B3%D9%BE%D8%B1%D8%B3%D9%88,https://bashoor.ir/uploads/img_1786745032761_826555535.webp,2026-09-15T15:03:05.268Z
6f8b1f7e-72af-4d69-8a38-b99710f05076,نوشیدنی سرد بر پایه قهوه,آیس اسپرسو,اسپرسو به همراه یخ,true,160000,160000,1600000,حالت,variant,سی عربیکا,0,160000,https://bashoor.ir/menu/item/6f8b1f7e-72af-4d69-8a38-b99710f05076/%D8%A2%DB%8C%D8%B3-%D8%A7%D8%B3%D9%BE%D8%B1%D8%B3%D9%88,https://bashoor.ir/uploads/img_1786745032761_826555535.webp,2026-09-15T15:03:05.268Z
682b09a3-5183-4c2c-b1f4-823972de3716,نوشیدنی سرد بر پایه قهوه,آیس اسپرسو سودا,ترکیب اسپرسو و سودا و یخ,true,220000,220000,2200000,حالت,variant,صد عربیکا,30000,250000,https://bashoor.ir/menu/item/682b09a3-5183-4c2c-b1f4-823972de3716/%D8%A2%DB%8C%D8%B3-%D8%A7%D8%B3%D9%BE%D8%B1%D8%B3%D9%88-%D8%B3%D9%88%D8%AF%D8%A7,https://bashoor.ir/menu-assets/iced-espresso-soda.webp,2026-09-15T15:03:34.292Z
682b09a3-5183-4c2c-b1f4-823972de3716,نوشیدنی سرد بر پایه قهوه,آیس اسپرسو سودا,ترکیب اسپرسو و سودا و یخ,true,220000,220000,2200000,حالت,variant,سی عربیکا,0,220000,https://bashoor.ir/menu/item/682b09a3-5183-4c2c-b1f4-823972de3716/%D8%A2%DB%8C%D8%B3-%D8%A7%D8%B3%D9%BE%D8%B1%D8%B3%D9%88-%D8%B3%D9%88%D8%AF%D8%A7,https://bashoor.ir/menu-assets/iced-espresso-soda.webp,2026-09-15T15:03:34.292Z
ecbb31fe-7526-4fa7-b4af-5240d24461f7,نوشیدنی سرد بر پایه قهوه,آیس اسپرسو تونیک,اسپرسو به همراه تونیک واتر و یخ,true,270000,270000,2700000,حالت,variant,صد عربیکا,30000,300000,https://bashoor.ir/menu/item/ecbb31fe-7526-4fa7-b4af-5240d24461f7/%D8%A2%DB%8C%D8%B3-%D8%A7%D8%B3%D9%BE%D8%B1%D8%B3%D9%88-%D8%AA%D9%88%D9%86%DB%8C%DA%A9,https://bashoor.ir/menu-assets/iced-espresso-tonic.webp,2026-09-15T15:04:04.674Z
ecbb31fe-7526-4fa7-b4af-5240d24461f7,نوشیدنی سرد بر پایه قهوه,آیس اسپرسو تونیک,اسپرسو به همراه تونیک واتر و یخ,true,270000,270000,2700000,حالت,variant,سی عربیکا,0,270000,https://bashoor.ir/menu/item/ecbb31fe-7526-4fa7-b4af-5240d24461f7/%D8%A2%DB%8C%D8%B3-%D8%A7%D8%B3%D9%BE%D8%B1%D8%B3%D9%88-%D8%AA%D9%88%D9%86%DB%8C%DA%A9,https://bashoor.ir/menu-assets/iced-espresso-tonic.webp,2026-09-15T15:04:04.674Z
f63dcf7a-4742-42b4-8268-80e49ebc7b0a,نوشیدنی سرد بر پایه قهوه,آیس امریکانو,اسپرسو به همراه آب و یخ,true,170000,170000,1700000,حالت,variant,صد عربیکا,20000,190000,https://bashoor.ir/menu/item/f63dcf7a-4742-42b4-8268-80e49ebc7b0a/%D8%A2%DB%8C%D8%B3-%D8%A7%D9%85%D8%B1%DB%8C%DA%A9%D8%A7%D9%86%D9%88,https://bashoor.ir/uploads/img_1786745032961_414658395.webp,2026-09-15T15:04:40.520Z
f63dcf7a-4742-42b4-8268-80e49ebc7b0a,نوشیدنی سرد بر پایه قهوه,آیس امریکانو,اسپرسو به همراه آب و یخ,true,170000,170000,1700000,حالت,variant,سی عربیکا,0,170000,https://bashoor.ir/menu/item/f63dcf7a-4742-42b4-8268-80e49ebc7b0a/%D8%A2%DB%8C%D8%B3-%D8%A7%D9%85%D8%B1%DB%8C%DA%A9%D8%A7%D9%86%D9%88,https://bashoor.ir/uploads/img_1786745032961_414658395.webp,2026-09-15T15:04:40.520Z
5a696e55-b2ae-47d9-905e-b3fc3946f90b,نوشیدنی سرد بر پایه قهوه,آیس لاته,اسپرسو و شیر به همراه یخ,true,245000,245000,2450000,حالت,variant,صد عربیکا,30000,275000,https://bashoor.ir/menu/item/5a696e55-b2ae-47d9-905e-b3fc3946f90b/%D8%A2%DB%8C%D8%B3-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745033114_34347397.webp,2026-09-15T15:05:26.996Z
5a696e55-b2ae-47d9-905e-b3fc3946f90b,نوشیدنی سرد بر پایه قهوه,آیس لاته,اسپرسو و شیر به همراه یخ,true,245000,245000,2450000,حالت,variant,سی عربیکا,0,245000,https://bashoor.ir/menu/item/5a696e55-b2ae-47d9-905e-b3fc3946f90b/%D8%A2%DB%8C%D8%B3-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745033114_34347397.webp,2026-09-15T15:05:26.996Z
d90c4ff2-7f6c-494c-8746-366fef0ad64b,نوشیدنی سرد بر پایه قهوه,آیس موکا,لاته با طعم شکلات,true,285000,285000,2850000,حالت,variant,صد عربیکا,30000,315000,https://bashoor.ir/menu/item/d90c4ff2-7f6c-494c-8746-366fef0ad64b/%D8%A2%DB%8C%D8%B3-%D9%85%D9%88%DA%A9%D8%A7,https://bashoor.ir/menu-assets/iced-mocha.webp,2026-09-15T15:05:55.712Z
d90c4ff2-7f6c-494c-8746-366fef0ad64b,نوشیدنی سرد بر پایه قهوه,آیس موکا,لاته با طعم شکلات,true,285000,285000,2850000,حالت,variant,سی عربیکا,0,285000,https://bashoor.ir/menu/item/d90c4ff2-7f6c-494c-8746-366fef0ad64b/%D8%A2%DB%8C%D8%B3-%D9%85%D9%88%DA%A9%D8%A7,https://bashoor.ir/menu-assets/iced-mocha.webp,2026-09-15T15:05:55.712Z
46cca27f-af36-4c5f-8c80-d12d9574fba8,نوشیدنی سرد بر پایه قهوه,آیس موکا کرم,ترکیب لاته و شکلات به همراه خامه,true,355000,355000,3550000,حالت,variant,صد عربیکا,30000,385000,https://bashoor.ir/menu/item/46cca27f-af36-4c5f-8c80-d12d9574fba8/%D8%A2%DB%8C%D8%B3-%D9%85%D9%88%DA%A9%D8%A7-%DA%A9%D8%B1%D9%85,https://bashoor.ir/menu-assets/iced-mocha-cream.webp,2026-09-15T15:06:38.436Z
46cca27f-af36-4c5f-8c80-d12d9574fba8,نوشیدنی سرد بر پایه قهوه,آیس موکا کرم,ترکیب لاته و شکلات به همراه خامه,true,355000,355000,3550000,حالت,variant,سی عربیکا,0,355000,https://bashoor.ir/menu/item/46cca27f-af36-4c5f-8c80-d12d9574fba8/%D8%A2%DB%8C%D8%B3-%D9%85%D9%88%DA%A9%D8%A7-%DA%A9%D8%B1%D9%85,https://bashoor.ir/menu-assets/iced-mocha-cream.webp,2026-09-15T15:06:38.436Z
bcf14424-c788-4df9-b509-e2480cf67807,نوشیدنی سرد بر پایه قهوه,آیس موکا بنانا,لاته و شکلات به همراه موز,true,385000,385000,3850000,حالت,variant,صد عربیکا,30000,415000,https://bashoor.ir/menu/item/bcf14424-c788-4df9-b509-e2480cf67807/%D8%A2%DB%8C%D8%B3-%D9%85%D9%88%DA%A9%D8%A7-%D8%A8%D9%86%D8%A7%D9%86%D8%A7,https://bashoor.ir/menu-assets/iced-mocha-banana.webp,2026-09-15T15:07:08.588Z
bcf14424-c788-4df9-b509-e2480cf67807,نوشیدنی سرد بر پایه قهوه,آیس موکا بنانا,لاته و شکلات به همراه موز,true,385000,385000,3850000,حالت,variant,سی عربیکا,0,385000,https://bashoor.ir/menu/item/bcf14424-c788-4df9-b509-e2480cf67807/%D8%A2%DB%8C%D8%B3-%D9%85%D9%88%DA%A9%D8%A7-%D8%A8%D9%86%D8%A7%D9%86%D8%A7,https://bashoor.ir/menu-assets/iced-mocha-banana.webp,2026-09-15T15:07:08.588Z
e37025f9-d457-4afd-ab5f-ee304acff2fb,نوشیدنی سرد بر پایه قهوه,آیس رگولار,قهوه دمی به روش چکانه‌ای با دستگاه رگولار به همراه یخ,true,215000,215000,2150000,,,,,,https://bashoor.ir/menu/item/e37025f9-d457-4afd-ab5f-ee304acff2fb/%D8%A2%DB%8C%D8%B3-%D8%B1%DA%AF%D9%88%D9%84%D8%A7%D8%B1,https://bashoor.ir/menu-assets/iced-regular-coffee.webp,2026-08-26T16:20:27.024Z
c3711140-8ba1-4611-a487-207f23176440,نوشیدنی سرد بر پایه قهوه,اورنج اسپرسو,,true,285000,285000,2850000,حالت,variant,صد عربیکا,30000,315000,https://bashoor.ir/menu/item/c3711140-8ba1-4611-a487-207f23176440/%D8%A7%D9%88%D8%B1%D9%86%D8%AC-%D8%A7%D8%B3%D9%BE%D8%B1%D8%B3%D9%88,https://bashoor.ir/menu-assets/iced-americano-orange.webp,2026-09-15T15:07:21.524Z
c3711140-8ba1-4611-a487-207f23176440,نوشیدنی سرد بر پایه قهوه,اورنج اسپرسو,,true,285000,285000,2850000,حالت,variant,سی عربیکا,0,285000,https://bashoor.ir/menu/item/c3711140-8ba1-4611-a487-207f23176440/%D8%A7%D9%88%D8%B1%D9%86%D8%AC-%D8%A7%D8%B3%D9%BE%D8%B1%D8%B3%D9%88,https://bashoor.ir/menu-assets/iced-americano-orange.webp,2026-09-15T15:07:21.524Z
faa07243-1c65-4861-9ff4-a6c05012642e,لاته بار,آلموند لاته,ترکیب شیربادام و اسپرسو ( فقط به صورت سرد ),true,330000,330000,3300000,حالت,variant,صد عربیکا,30000,360000,https://bashoor.ir/menu/item/faa07243-1c65-4861-9ff4-a6c05012642e/%D8%A2%D9%84%D9%85%D9%88%D9%86%D8%AF-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745031110_462344776.webp,2026-09-14T11:20:06.333Z
faa07243-1c65-4861-9ff4-a6c05012642e,لاته بار,آلموند لاته,ترکیب شیربادام و اسپرسو ( فقط به صورت سرد ),true,330000,330000,3300000,حالت,variant,سی عربیکا,0,330000,https://bashoor.ir/menu/item/faa07243-1c65-4861-9ff4-a6c05012642e/%D8%A2%D9%84%D9%85%D9%88%D9%86%D8%AF-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745031110_462344776.webp,2026-09-14T11:20:06.333Z
118e52c8-ebfb-4a8e-b7b2-1d135282ddae,لاته بار,اسپنیش لاته,ترکیب لاته و شیر تغلیظ شده,true,315000,315000,3150000,حالت,variant,صد عربیکا,30000,345000,https://bashoor.ir/menu/item/118e52c8-ebfb-4a8e-b7b2-1d135282ddae/%D8%A7%D8%B3%D9%BE%D9%86%DB%8C%D8%B4-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745031254_484623868.webp,2026-09-14T11:20:22.198Z
118e52c8-ebfb-4a8e-b7b2-1d135282ddae,لاته بار,اسپنیش لاته,ترکیب لاته و شیر تغلیظ شده,true,315000,315000,3150000,حالت,variant,سی عربیکا,0,315000,https://bashoor.ir/menu/item/118e52c8-ebfb-4a8e-b7b2-1d135282ddae/%D8%A7%D8%B3%D9%BE%D9%86%DB%8C%D8%B4-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745031254_484623868.webp,2026-09-14T11:20:22.198Z
be8b5039-d90e-4d1f-9f97-1515208b137c,لاته بار,بری لاته,ترکیب لاته با سیروپ آلبالو,true,295000,295000,2950000,حالت,variant,صد عربیکا,30000,325000,https://bashoor.ir/menu/item/be8b5039-d90e-4d1f-9f97-1515208b137c/%D8%A8%D8%B1%DB%8C-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745031413_266247327.webp,2026-09-14T11:20:31.418Z
be8b5039-d90e-4d1f-9f97-1515208b137c,لاته بار,بری لاته,ترکیب لاته با سیروپ آلبالو,true,295000,295000,2950000,حالت,variant,سی عربیکا,0,295000,https://bashoor.ir/menu/item/be8b5039-d90e-4d1f-9f97-1515208b137c/%D8%A8%D8%B1%DB%8C-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745031413_266247327.webp,2026-09-14T11:20:31.418Z
bb7bed91-cf5b-48f9-acea-420944f91b96,لاته بار,پینات لاته,ترکیب لاته و کره بادام زمینی,true,330000,330000,3300000,حالت,variant,صد عربیکا,30000,360000,https://bashoor.ir/menu/item/bb7bed91-cf5b-48f9-acea-420944f91b96/%D9%BE%DB%8C%D9%86%D8%A7%D8%AA-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745031570_510830843.webp,2026-09-15T11:46:30.953Z
bb7bed91-cf5b-48f9-acea-420944f91b96,لاته بار,پینات لاته,ترکیب لاته و کره بادام زمینی,true,330000,330000,3300000,حالت,variant,سی عربیکا,0,330000,https://bashoor.ir/menu/item/bb7bed91-cf5b-48f9-acea-420944f91b96/%D9%BE%DB%8C%D9%86%D8%A7%D8%AA-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745031570_510830843.webp,2026-09-15T11:46:30.953Z
96756c45-dad4-4453-9ac7-84114e42bf76,لاته بار,کارامل لاته,ترکیب لاته و سیروپ کارامل,true,295000,295000,2950000,درصد عربیکا,variant,صد عربیکا,30000,325000,https://bashoor.ir/menu/item/96756c45-dad4-4453-9ac7-84114e42bf76/%DA%A9%D8%A7%D8%B1%D8%A7%D9%85%D9%84-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745031724_612391824.webp,2026-09-15T15:00:53.684Z
96756c45-dad4-4453-9ac7-84114e42bf76,لاته بار,کارامل لاته,ترکیب لاته و سیروپ کارامل,true,295000,295000,2950000,درصد عربیکا,variant,سی عربیکا,0,295000,https://bashoor.ir/menu/item/96756c45-dad4-4453-9ac7-84114e42bf76/%DA%A9%D8%A7%D8%B1%D8%A7%D9%85%D9%84-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745031724_612391824.webp,2026-09-15T15:00:53.684Z
f43a55ff-3543-4ca8-9249-4cc56a85bded,لاته بار,کوکو لاته,لاته با شیر نارگیل,true,295000,295000,2950000,حالت,variant,صد عربیکا,30000,325000,https://bashoor.ir/menu/item/f43a55ff-3543-4ca8-9249-4cc56a85bded/%DA%A9%D9%88%DA%A9%D9%88-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/menu-assets/coconut-latte.webp,2026-09-15T15:01:09.490Z
f43a55ff-3543-4ca8-9249-4cc56a85bded,لاته بار,کوکو لاته,لاته با شیر نارگیل,true,295000,295000,2950000,حالت,variant,سی عربیکا,0,295000,https://bashoor.ir/menu/item/f43a55ff-3543-4ca8-9249-4cc56a85bded/%DA%A9%D9%88%DA%A9%D9%88-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/menu-assets/coconut-latte.webp,2026-09-15T15:01:09.490Z
312eacda-3f2c-48f9-9415-c15402bf96bc,لاته بار,لاته ارده خرما,ترکیب لاته و ارده و خرما,true,385000,385000,3850000,حالت,variant,صد عربیکا,30000,415000,https://bashoor.ir/menu/item/312eacda-3f2c-48f9-9415-c15402bf96bc/%D9%84%D8%A7%D8%AA%D9%87-%D8%A7%D8%B1%D8%AF%D9%87-%D8%AE%D8%B1%D9%85%D8%A7,https://bashoor.ir/uploads/img_1786745031924_950870440.webp,2026-09-15T15:01:38.808Z
312eacda-3f2c-48f9-9415-c15402bf96bc,لاته بار,لاته ارده خرما,ترکیب لاته و ارده و خرما,true,385000,385000,3850000,حالت,variant,سی عربیکا,0,385000,https://bashoor.ir/menu/item/312eacda-3f2c-48f9-9415-c15402bf96bc/%D9%84%D8%A7%D8%AA%D9%87-%D8%A7%D8%B1%D8%AF%D9%87-%D8%AE%D8%B1%D9%85%D8%A7,https://bashoor.ir/uploads/img_1786745031924_950870440.webp,2026-09-15T15:01:38.808Z
ec47e0d5-cdef-4a96-93c0-7272121a7a42,لاته بار,مانگو لاته,ترکیب لاته با سیروپ انبه,true,295000,295000,2950000,حالت,variant,صد عربیکا,30000,325000,https://bashoor.ir/menu/item/ec47e0d5-cdef-4a96-93c0-7272121a7a42/%D9%85%D8%A7%D9%86%DA%AF%D9%88-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745032087_229389008.webp,2026-09-15T15:01:51.581Z
ec47e0d5-cdef-4a96-93c0-7272121a7a42,لاته بار,مانگو لاته,ترکیب لاته با سیروپ انبه,true,295000,295000,2950000,حالت,variant,سی عربیکا,0,295000,https://bashoor.ir/menu/item/ec47e0d5-cdef-4a96-93c0-7272121a7a42/%D9%85%D8%A7%D9%86%DA%AF%D9%88-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745032087_229389008.webp,2026-09-15T15:01:51.581Z
